Protein IDs,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha _day_1_1, Alpha _day_1_2
Q9V726-2;Q9V726,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V774,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V778,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V8I2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V8K2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V8W3,0.02474519,-1.458267112,#VALUE!,-0.723586712
Q9V8Y9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V931,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V979,-1.214139809,-0.474732908,#VALUE!,#VALUE!
Q9V998,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V9A8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V9M8;B7YZY7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V9R2,-2.977895003,-1.709622782,-1.44108587,-1.219471518
Q9V9S4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V9T9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V9U9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V9X7;A8JRH9,-1.232938502,-0.839389547,-0.738240538,-1.133938704
Q9V9Z1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V9Z3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VA02;Q8IMG9,#VALUE!,-1.29456169,#VALUE!,#VALUE!
Q9VA41,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VA71,-0.744728908,-0.257700536,0.139338514,-0.041818054
Q9VA81,5.641979466,#VALUE!,0.074231394,#VALUE!
Q9VAA6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAA9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAC5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAC9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAD1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAD4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAH7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAH9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAI0;Q8IMK5,-1.282017662,-0.616569414,#VALUE!,-1.436431822
Q9VAI1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAJ0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAJ2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAL0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAM2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAM9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAN1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAP1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAP3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAP8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAQ0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAQ4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAR0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAS1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAS2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAT0;Q86B74,-0.168901051,0.311386858,0.075464174,0.569588305
Q9VAU5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAU6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAV6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAX3;Q9VAX5;E1JIZ9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAX8;Q8IMM5,-1.97585056,-2.235076407,-2.114972363,-2.164366919
Q9VAY3,-1.228401722,#VALUE!,#VALUE!,-1.585106777
Q9VAY6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VB02,-1.348867922,#VALUE!,#VALUE!,#VALUE!
Q9VB08,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VB09,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VB14,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VB22,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VB29,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VB76,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VB77,#VALUE!,-0.459714775,-0.626335086,#VALUE!
Q9VB79,-1.062354293,-0.849050459,-0.813854455,#VALUE!
Q9VBF0,#VALUE!,#VALUE!,#VALUE!,0.251931127
Q9VBG6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBH7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBH8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBK9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBL3,-2.32814506,1.549324164,1.018420531,-0.098412869
Q9VBL6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBQ5,-2.63612247,-2.399349638,-2.329159664,-1.758818787
Q9VBQ6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBR1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBR3,#VALUE!,-0.847985365,-0.740938471,#VALUE!
Q9VBS3,-0.358416979,0.003602237,#VALUE!,-0.367694554
Q9VBS8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBT1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBT7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBU4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBU5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBU6;B7Z0Q3,-1.264928465,-1.501442752,#VALUE!,#VALUE!
Q9VBU8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBV3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBV4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBV5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBV8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBV9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBX1,-1.410888509,-0.471668734,-0.219471518,-1.018819544
Q9VBX8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VBY6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VC10,-0.040096337,-0.000404011,0.047398789,0.043204499
Q9VC28,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VC36,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VC49,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VC58,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VC63,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VC66,-0.368755996,-0.40186351,#VALUE!,-0.635203477
Q9VC87,#VALUE!,0.397036241,#VALUE!,#VALUE!
Q9VC93,-1.589007713,#VALUE!,#VALUE!,#VALUE!
Q9VC94,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCA0,0.116763971,#VALUE!,#VALUE!,0.615227944
Q9VCA8,#VALUE!,0.375956902,#VALUE!,#VALUE!
Q9VCB9,-1.296296826,-1.029764776,#VALUE!,#VALUE!
Q9VCC3,-1.391266442,-1.275262427,#VALUE!,#VALUE!
Q9VCC7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCD0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCE2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCG4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCH1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCH4,#VALUE!,#VALUE!,#VALUE!,-2.189417055
Q9VCH7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCH9;A0AVU6,#VALUE!,#VALUE!,0.754545489,0.186373777
Q9VCI0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCK1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCP0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCR0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCR2,-0.277096861,-0.2344992,-0.558899023,-0.911939837
Q9VCR3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCS2,0.054779032,0.915100173,0.076559095,-0.036141209
Q9VCT4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCT6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCT9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCU0,2.058074005,1.641684743,1.87227718,#VALUE!
Q9VCU3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCU6,#VALUE!,#VALUE!,-0.477421921,#VALUE!
Q9VCV2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCW1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCW3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCX3,-0.759893312,-1.819190154,-1.179416629,-1.275751382
Q9VCX4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VCY3,-1.746615764,#VALUE!,#VALUE!,#VALUE!
Q9VCZ7,-1.477462094,#VALUE!,-2.043467485,-1.711747761
Q9VD01,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VD08,-1.328289959,-2.094248621,#VALUE!,#VALUE!
Q9VD26,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VD55,-1.228672174,-0.934896485,-1.151297948,-1.167312484
Q9VD72,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDC1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDC2,#VALUE!,#VALUE!,-1.174132982,#VALUE!
Q9VDC9,-2.517709288,-1.231006934,-0.71776186,-2.824698966
Q9VDD0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDD1,0.04194383,0.118359726,#VALUE!,#VALUE!
Q9VDD8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDE4,-0.717216243,-1.894000167,-1.049875037,0.103933991
Q9VDE6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDE9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDG1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDH8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDI3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDK9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDM7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDQ7,-1.994068307,-1.331227316,-3.826662735,-1.952377858
Q9VDS3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDS5,-1.250474313,-1.445479908,#VALUE!,#VALUE!
Q9VDU2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDV0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDV5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDW6-2;Q9VDW6-1;Q9VDW6;Q9VDW6-4;Q9VDW6-3;Q9VDW3;Q0KI50;Q7YU29,-1.505738012,-1.244240732,#VALUE!,#VALUE!
Q9VDZ1,-3.398969131,#VALUE!,#VALUE!,-3.575357343
Q9VE04,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VE08,#VALUE!,-0.894697393,#VALUE!,-0.308715983
Q9VE10,#VALUE!,-1.457751857,#VALUE!,#VALUE!
Q9VE12,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VE17,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VE18,-0.593332726,#VALUE!,#VALUE!,#VALUE!
Q9VE24,#VALUE!,#VALUE!,#VALUE!,-1.676318654
Q9VE31,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VE51,-0.504018373,-1.118820928,#VALUE!,#VALUE!
Q9VE52,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VE61,#VALUE!,-0.697686799,-1.156112607,-1.109016409
Q9VE85,-0.452392238,-0.581604931,#VALUE!,-0.849700292
Q9VE91,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VE99,-0.559855725,#VALUE!,#VALUE!,#VALUE!
Q9VEA5,#VALUE!,0.059078342,#VALUE!,#VALUE!
Q9VEA7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEB3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEB7,0.059078342,#VALUE!,#VALUE!,#VALUE!
Q9VEB9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEC8,#VALUE!,#VALUE!,0.076422275,#VALUE!
Q9VEE9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEF9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEG8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEH5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEJ1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEJ9,#VALUE!,-1.642279104,-2.310289339,-2.239497995
Q9VEN6,-1.746276916,-1.118257082,-1.362714356,-1.426121394
Q9VEN9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEQ0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEQ2;Q9VEQ1,-1.746180117,-0.707807226,#VALUE!,#VALUE!
Q9VER6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VES1,#VALUE!,-0.590831765,#VALUE!,-0.341482298
Q9VEV5,-0.507008586,-0.658424071,-0.848790607,#VALUE!
Q9VEV7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEW2,#VALUE!,-1.271287097,-1.366280512,-0.791832375
Q9VEX0,#VALUE!,#VALUE!,#VALUE!,1.445832624
Q9VEX9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEY4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VEY9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VF05,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VF20,-2.099927315,-1.974716009,-2.127904099,#VALUE!
Q9VF33,-0.117521281,0.244887059,#VALUE!,#VALUE!
Q9VF36,-0.379544963,-1.020340448,-0.24805646,#VALUE!
Q9VF39,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VF70,-1.207094685,#VALUE!,#VALUE!,#VALUE!
Q9VF78,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VF83,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VF85,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VF86,-1.414537452,-1.432454552,-1.288064643,#VALUE!
Q9VF89,#VALUE!,-1.628519198,-1.475174044,-1.595402012
Q9VFB5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VFC6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VFE7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VFE9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VFI9,-2.500054642,-1.758330632,-1.863493592,-2.074365098
Q9VFJ2,#VALUE!,-1.805459024,-1.669648124,#VALUE!
Q9VFL5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VFN7,-1.447445862,#VALUE!,#VALUE!,#VALUE!
Q9VFP0,-0.477582618,#VALUE!,#VALUE!,-0.409201595
Q9VFR3,-0.293624168,-1.548691283,-0.443869823,1.170758318
Q9VFS2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VFS5-2;Q9VFS5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VFT4,-0.505942868,3.370443305,-1.815580045,-0.582079992
Q9VFW4,#VALUE!,-1.595227642,#VALUE!,-1.769600213
Q9VFX5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VFZ4,-1.1389816,#VALUE!,#VALUE!,#VALUE!
Q9VG01,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VG04,-1.624332177,#VALUE!,-1.596972292,-1.780462816
Q9VG29;Q9VG30,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VG59,-1.827410079,-1.001501184,#VALUE!,-2.72508834
Q9VG73,-1.244172381,-1.223306418,-1.300590512,-1.357233745
Q9VG76,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VG79,-0.94369394,-0.897704687,-1.248416309,-0.993091631
Q9VG95,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGA1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGA4;Q7KSN0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGC2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGE4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGG5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGH0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGH7-6;Q9VGH7-4;Q9VGH7-3;Q9VGH7-7;Q9VGH7-2;Q9VGH7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGI5;Q9VGI4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGJ7,3.017387478,#VALUE!,#VALUE!,#VALUE!
Q9VGK3,0.204015477,#VALUE!,-0.006274923,0.317651385
Q9VGK7,-2.009321002,#VALUE!,#VALUE!,#VALUE!
Q9VGL8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGM4,-1.713639262,#VALUE!,#VALUE!,#VALUE!
Q9VGN8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGP4,1.582507832,2.96969388,#VALUE!,2.714707106
Q9VGQ8,-1.2915567,-1.978633987,#VALUE!,#VALUE!
Q9VGQ9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGR2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGR7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGS9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VGV8,#VALUE!,#VALUE!,-0.618539417,-1.103022963
Q9VGV9,#VALUE!,#VALUE!,-0.432746625,-0.603950142
Q9VGW5,#VALUE!,-0.201360496,-0.316510141,-0.121706257
Q9VGW7,#VALUE!,#VALUE!,-0.440263476,#VALUE!
Q9VGW9,-1.587966432,-1.537005393,-1.520769439,-1.482008807
Q9VGY8,-1.231955451,-1.355386882,-0.903036539,-1.00943717
Q9VH01,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VH19,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VH37,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VH48,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VH65,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHA5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHB2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHB5,-0.32496094,#VALUE!,#VALUE!,#VALUE!
Q9VHB8,0.955982285,#VALUE!,0.071350804,#VALUE!
Q9VHC3,-0.254891774,-0.18285158,#VALUE!,#VALUE!
Q9VHD2-3;Q9VHD2-2;Q9VHD2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHF2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHF5,#VALUE!,-0.524188763,#VALUE!,#VALUE!
Q9VHG1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHG5,#VALUE!,#VALUE!,#VALUE!,-0.527137956
Q9VHI1,#VALUE!,#VALUE!,-1.129765499,#VALUE!
Q9VHI7,1.767824268,#VALUE!,0.139338514,#VALUE!
Q9VHJ4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHJ5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHK2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHK6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHN4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHN5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHN6,-0.593006268,-0.398056321,-0.632852625,-0.416827551
Q9VHP3,1.015069322,0.921588666,0.834144866,0.706110557
Q9VHQ0,0.205392513,#VALUE!,#VALUE!,-0.483964676
Q9VHQ8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHR5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHR6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHT2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHT9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHV5,-0.584154818,#VALUE!,#VALUE!,-0.413019139
Q9VHV9,-1.244958619,-0.03630394,-0.677979576,#VALUE!
Q9VHW4,-2.099741788,-2.360378848,-3.83187147,-2.963644372
Q9VHW5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHX2,-0.747850814,-0.94519319,#VALUE!,-0.437095767
Q9VHX7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHY2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VHY7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VI25,-2.455613534,-3.690088098,-2.275646592,-3.302439665
Q9VI55;Q9VI55-2,1.260085892,0.27046914,#VALUE!,-1.01444128
Q9VI56,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VI57,-1.042813431,-1.447800018,#VALUE!,#VALUE!
Q9VI58;Q86BP3,#VALUE!,-1.701623213,#VALUE!,#VALUE!
Q9VI65,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VI75,0.345736995,0.293017272,#VALUE!,#VALUE!
Q9VIA7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIB3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VID7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIE6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIF0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIG1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VII5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VII7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VII9,#VALUE!,-0.024340469,#VALUE!,#VALUE!
Q9VIJ9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIK0,#VALUE!,#VALUE!,-1.400377511,#VALUE!
Q9VIK1,#VALUE!,-2.134477041,#VALUE!,#VALUE!
Q9VIL2,#VALUE!,#VALUE!,#VALUE!,1.926379025
Q9VIM0,0.964583463,0.644779219,0.714838962,0.609660418
Q9VIM5,-0.868226157,0.499986164,-0.301461452,-0.269633938
Q9VIN9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIP8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIQ4,-0.113395228,-0.04447888,-0.076204272,0.254473108
Q9VIS4,-0.861237946,#VALUE!,#VALUE!,#VALUE!
Q9VIT0,#VALUE!,#VALUE!,-0.895985466,#VALUE!
Q9VIT5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIU4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIU7,-0.473230049,-0.192875928,#VALUE!,#VALUE!
Q9VIV0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIV2,-0.347380428,-0.473290133,-0.142655921,0.62396048
Q9VIV6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIW6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIW7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIZ1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIZ3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJ10,-1.863283616,-1.519817616,#VALUE!,-1.734467088
Q9VJ12,-1.714822711,-1.260739462,-1.263646238,-1.701623213
Q9VJ14,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJ25,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJ33,0.641361056,#VALUE!,0.294429602,#VALUE!
Q9VJ38,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJ44,-2.45505967,#VALUE!,-3.472441173,-2.231684383
Q9VJ45,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJ58,-1.037206693,-0.967081039,#VALUE!,-1.364756388
Q9VJ59,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJ74,-0.895931774,-0.954193605,#VALUE!,#VALUE!
Q9VJ75,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJ80,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJ81,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJ95,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJ98,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJA9,-1.344758095,#VALUE!,#VALUE!,#VALUE!
Q9VJC0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJD0,-0.615773322,-0.542101075,-0.862785044,-0.970582453
Q9VJD3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJE4,0.879548943,0.560519322,0.3154503,#VALUE!
Q9VJI1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJI5,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJI6;A8DZ09,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJI9,#VALUE!,#VALUE!,#VALUE!,-2.022742061
Q9VJN0,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJQ4,#VALUE!,-1.498667867,#VALUE!,#VALUE!
Q9VJQ6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJX8,#VALUE!,#VALUE!,-0.372411838,-0.77472507
Q9VJZ1,-1.524583024,-0.855248775,0.236584458,-1.594748232
Q9VJZ7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VJZ8,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VK04;Q9VK06,-1.547341314,-1.685663105,#VALUE!,#VALUE!
Q9VK18,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VK19,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VK22,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VK35,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VK44,-1.018205786,#VALUE!,#VALUE!,3.975905274
Q9VKB2,-0.504632295,-1.931975882,-1.634867407,-2.855796966
Q9VKC1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VKC5,0.981341228,0.969380765,1.080589449,0.725872007
Q9VKC7,#VALUE!,-0.023357751,-0.195500316,#VALUE!
Q9VKD9,0.367371066,-0.284212036,-0.054227512,#VALUE!
Q9VKF0,-1.955787759,#VALUE!,#VALUE!,#VALUE!
Q9VKG4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VKH6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VKJ0,-1.277289175,#VALUE!,#VALUE!,#VALUE!
